held_clone_index,bath_order,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,16.0,60.0,up,0.00534405495358069,0.05849924212587495,-0.0010512611849152372,0.0
1.0,16.0,60.0,pu,-0.004951170194791063,-0.053145113919941325,-0.0010512611849152372,0.0
1.0,16.0,60.0,pp,-0.006898431968707797,0.00823947449764503,0.9894086008114567,0.0
1.0,16.0,61.0,uu,0.22016397685160302,0.15668742229943242,1.0937770741319564,0.0
1.0,16.0,61.0,up,0.004156474241548285,0.05803285998660294,-0.0005489285462179803,0.0
1.0,16.0,61.0,pu,-0.0036345025559502476,-0.056629456648390225,-0.0005489285462179803,0.0
1.0,16.0,61.0,pp,-0.006588582145470661,-0.013857847481045698,0.9935774740053728,0.0
1.0,16.0,62.0,uu,0.21960591968725304,0.1456525128969588,1.0936254656956306,0.0
1.0,16.0,62.0,up,0.0030791132853916423,0.05383301203582868,-6.830614409831902e-05,0.0
1.0,16.0,62.0,pu,-0.0024218466633102857,-0.062300499970578974,-6.830614409831902e-05,0.0
1.0,16.0,62.0,pp,-0.005765010235259248,-0.03284008399481621,1.0153770871135046,0.0
1.0,16.0,63.0,uu,0.2192451243392171,0.13410295147013454,1.0963100567089543,0.0
1.0,16.0,63.0,up,0.0021639079247867087,0.04618835757741941,0.016189628892474054,0.0
1.0,16.0,63.0,pu,-0.0013893865674189712,-0.06460620291697462,0.016189628892474054,0.0
1.0,16.0,63.0,pp,-0.004680867540330418,-0.05281094695457511,1.0453804976022747,0.0
1.0,16.0,64.0,uu,0.21904477812790477,0.12326344643512008,1.10468128780163,0.0
1.0,16.0,64.0,up,0.0014606125412465198,0.03507835858752423,0.03207127088484527,0.0
1.0,16.0,64.0,pu,-0.0005750472311378368,-0.05358973333582686,0.03207127088484527,0.0
1.0,16.0,64.0,pp,-0.003490335143942592,-0.07086031652350061,1.0482244727546814,0.0
1.0,16.0,65.0,uu,0.21896529011856472,0.1145342279677748,1.1178095003373973,0.0
1.0,16.0,65.0,up,0.0009494764964510612,0.0211745775416232,0.03886807762745898,0.0
1.0,16.0,65.0,pu,4.487089369777645e-06,-0.04181670161877621,0.03886807762745898,0.0
1.0,16.0,65.0,pp,-0.0024083977326415933,-0.08589884242227316,1.0373086252540962,0.0
1.0,16.0,66.0,uu,0.2189704321728564,0.10812549526172988,1.1320462340356174,0.0
1.0,16.0,66.0,up,0.0005779959555283231,0.0048323406197771385,0.040220318014083226,0.0
1.0,16.0,66.0,pu,0.00037354184886957323,-0.026588730741848702,0.040220318014083226,0.0
1.0,16.0,66.0,pp,-0.0016388858154493312,-0.09274411156397185,1.0154175754163872,0.0
1.0,16.0,67.0,uu,0.21903224053024659,0.10447302376915495,1.1453557429251984,0.0
1.0,16.0,67.0,up,0.00031071088659861767,-0.011395279256595885,0.03175735557415215,0.0
