replicate,temperature,jump_count,sample_count,conditional_msd,conditional_fourth_moment,conditional_characteristic_k2,conditional_characteristic_k4,conditional_characteristic_k7p25
3.0,0.45,47.0,5913.0,1.1636149305152768,3.259530813826866,0.5239178710756851,0.17687553374549583,0.06335061047532635
3.0,0.45,48.0,5514.0,1.1788371391640864,3.352190435813654,0.5198352434507443,0.17418303280842293,0.06523688382708592
3.0,0.45,49.0,5139.0,1.1961018508675472,3.453155094687468,0.515352678292817,0.16974525033835597,0.06465867025831243
3.0,0.45,50.0,4786.0,1.207543339801187,3.515150676806949,0.5129252993687353,0.1684365278894612,0.06870098963040737
3.0,0.45,51.0,4454.0,1.218553254649514,3.5864388034241106,0.5107959855511163,0.16642598352987578,0.06407394628430774
3.0,0.45,52.0,4149.0,1.2359546520650115,3.68641833468835,0.5056191673211577,0.16240210848774356,0.05865709885395284
3.0,0.45,53.0,3863.0,1.255519859268462,3.768835905027396,0.4988443052565894,0.1566185189909022,0.06484607446709346
3.0,0.45,54.0,3597.0,1.2762458391597826,3.837349388311892,0.4916440867131717,0.15073196931184835,0.05546359756153417
3.0,0.45,55.0,3359.0,1.2961621291685876,3.915748037735847,0.48526174793528265,0.1434332459158293,0.04915073128102537
3.0,0.45,56.0,3132.0,1.3173193512701482,3.981343815551101,0.4785257717949332,0.1380823894403316,0.040876168759884736
3.0,0.45,57.0,2918.0,1.3425567013849327,4.095363382523198,0.4713829092320894,0.13225070177383239,0.041925080226554105
3.0,0.45,58.0,2720.0,1.3643331196619553,4.1941858780648795,0.46502336127028876,0.12339434236432183,0.046821237730594066
3.0,0.45,59.0,2535.0,1.3830747940355819,4.260909749117068,0.4588716186496341,0.1167121317644463,0.044379103072371265
3.0,0.45,60.0,2359.0,1.396698052834444,4.305066387861075,0.45522916089486865,0.1124494539162843,0.03886921836701656
